Born1,NIO,CNNB,BCNN,CNN,BCNN_mean,CNNB_mean,NIO_mean,Born1_mean,CNN_mean
1.0291490997789876,0.9208728,1.4253902919234243,2.2237508613521935,1.3530848,3.0828146113829034,1.1403964318755189,0.66154397,1.211118378774234,1.4662359
1.427112289523938,0.41793966,0.8160323587368059,4.673278107157519,1.5457813,3.0828146113829034,1.1403964318755189,0.66154397,1.211118378774234,1.4662359
0.8846071896314409,0.78742546,0.8710899412694989,2.1377800874743103,1.140633,3.0828146113829034,1.1403964318755189,0.66154397,1.211118378774234,1.4662359
1.3290522097202462,0.41015357,1.0122796514100647,2.9867861580894126,1.3834286,3.0828146113829034,1.1403964318755189,0.66154397,1.211118378774234,1.4662359
1.422569832455868,0.3443731,0.8214504235980602,3.3402195845158285,1.8266029,3.0828146113829034,1.1403964318755189,0.66154397,1.211118378774234,1.4662359
1.1880317622059666,0.58562535,1.01889456971015,2.314775563841156,1.1817815,3.0828146113829034,1.1403964318755189,0.66154397,1.211118378774234,1.4662359
1.0560543914416467,0.33608583,0.9631155175287728,2.507364131381613,1.0124167,3.0828146113829034,1.1403964318755189,0.66154397,1.211118378774234,1.4662359
0.8477398862898416,0.75263095,1.126150628553559,2.223012183046927,1.2762698,3.0828146113829034,1.1403964318755189,0.66154397,1.211118378774234,1.4662359
1.5463088219481842,1.6284944,2.501904767143362,3.7321777538782093,2.2650032,3.0828146113829034,1.1403964318755189,0.66154397,1.211118378774234,1.4662359
1.3805583047462204,0.4318383,0.8476561688814916,4.689001683091863,1.6773558,3.0828146113829034,1.1403964318755189,0.66154397,1.211118378774234,1.4662359
