Born1,NIO,CNNB,BCNN,CNN,BCNN_mean,CNNB_mean,NIO_mean,Born1_mean,CNN_mean
0.5212679822156111,0.41074064,0.4145700358692751,0.4268188778919993,0.41351318,0.3620025294238059,0.3383852245371734,0.35460463,0.6763295066793885,0.3500689
0.967339237428545,0.27571586,0.2947315955642727,0.3372802396640022,0.3026922,0.3620025294238059,0.3383852245371734,0.35460463,0.6763295066793885,0.3500689
0.4859441814428996,0.3302332,0.32932569357203584,0.3394756608043167,0.3320547,0.3620025294238059,0.3383852245371734,0.35460463,0.6763295066793885,0.3500689
0.8033819419033527,0.35917625,0.3359699178567578,0.37297121551320245,0.36532822,0.3620025294238059,0.3383852245371734,0.35460463,0.6763295066793885,0.3500689
1.0739428160992424,0.2809483,0.32095027779066243,0.38782777182505296,0.34743616,0.3620025294238059,0.3383852245371734,0.35460463,0.6763295066793885,0.3500689
0.6921353515318708,0.43994153,0.3707546933177088,0.4332672675013831,0.43551743,0.3620025294238059,0.3383852245371734,0.35460463,0.6763295066793885,0.3500689
0.6603167098233589,0.2563062,0.28656390462350456,0.30238480884782526,0.2929427,0.3620025294238059,0.3383852245371734,0.35460463,0.6763295066793885,0.3500689
0.479400282696808,0.5214587,0.3819497684518342,0.3747564142768944,0.3802003,0.3620025294238059,0.3383852245371734,0.35460463,0.6763295066793885,0.3500689
0.6021159754243491,0.5568751,0.4403445997959858,0.49224942764744756,0.46799693,0.3620025294238059,0.3383852245371734,0.35460463,0.6763295066793885,0.3500689
0.9390732612408453,0.3497014,0.33572622298979243,0.40824541529513475,0.3895725,0.3620025294238059,0.3383852245371734,0.35460463,0.6763295066793885,0.3500689
0.772649046762058,0.1600041,0.3049134149245866,0.2858450337225688,0.2894929,0.3620025294238059,0.3383852245371734,0.35460463,0.6763295066793885,0.3500689
0.5482901538135797,0.6772226,0.437020231845118,0.46546948933420473,0.47111028,0.3620025294238059,0.3383852245371734,0.35460463,0.6763295066793885,0.3500689
0.5187318299075903,0.38205954,0.4066067090832303,0.4273094148908761,0.4286773,0.3620025294238059,0.3383852245371734,0.35460463,0.6763295066793885,0.3500689
0.880308472705831,0.17896186,0.2658346405807867,0.28504819229500006,0.2592169,0.3620025294238059,0.3383852245371734,0.35460463,0.6763295066793885,0.3500689
0.475706568105804,0.5268097,0.423928737124609,0.42874778820435944,0.42794305,0.3620025294238059,0.3383852245371734,0.35460463,0.6763295066793885,0.3500689
0.5462687735314437,0.33323163,0.3258821105052178,0.3251605881061251,0.31674063,0.3620025294238059,0.3383852245371734,0.35460463,0.6763295066793885,0.3500689
0.5400357463817852,0.31030813,0.2998479341968164,0.3165269941230869,0.30843323,0.3620025294238059,0.3383852245371734,0.35460463,0.6763295066793885,0.3500689
