Born1,NIO,CNNB,BCNN,CNN,BCNN_mean,CNNB_mean,NIO_mean,Born1_mean,CNN_mean
1.0291490997789876,0.64174527,0.8412517573315542,1.148065234235944,0.9743313,0.9423337350926946,0.6957371639733874,0.48351064,1.167275328802506,0.7903645
1.427112289523938,0.27139905,0.39409127644471725,0.6107680354152221,0.4431228,0.9423337350926946,0.6957371639733874,0.48351064,1.167275328802506,0.7903645
0.8846071896314409,0.33920676,0.5642936944277701,0.7104941279257574,0.60107154,0.9423337350926946,0.6957371639733874,0.48351064,1.167275328802506,0.7903645
1.3290522097202462,0.40599963,0.5370761080293558,0.7842288069863458,0.6480005,0.9423337350926946,0.6957371639733874,0.48351064,1.167275328802506,0.7903645
1.422569832455868,0.4620601,0.42349301009752155,0.7160390006175932,0.4820142,0.9423337350926946,0.6957371639733874,0.48351064,1.167275328802506,0.7903645
1.1880317622059666,0.49195236,0.5870075651442025,0.8796285718483386,0.7586573,0.9423337350926946,0.6957371639733874,0.48351064,1.167275328802506,0.7903645
1.0560543914416467,0.24604344,0.4392941968581496,0.5968348080540111,0.47915977,0.9423337350926946,0.6957371639733874,0.48351064,1.167275328802506,0.7903645
0.8477398862898416,0.6773974,0.7461860213715087,0.8594299234006151,0.73238176,0.9423337350926946,0.6957371639733874,0.48351064,1.167275328802506,0.7903645
1.5463088219481842,0.8608003,1.5588879958110782,2.1167788598831705,1.8717811,0.9423337350926946,0.6957371639733874,0.48351064,1.167275328802506,0.7903645
1.3805583047462204,0.42035377,0.4390715390892162,0.7489795272439119,0.5352803,0.9423337350926946,0.6957371639733874,0.48351064,1.167275328802506,0.7903645
1.3804931146992236,0.24620454,0.5557610288858406,0.7646940542963095,0.60355043,0.9423337350926946,0.6957371639733874,0.48351064,1.167275328802506,0.7903645
1.0342423729162578,0.97782224,1.1446367914464184,1.5021176700137622,1.4117013,0.9423337350926946,0.6957371639733874,0.48351064,1.167275328802506,0.7903645
1.1417465797326687,0.6143578,1.239490866685232,1.6772995008106097,1.3970486,0.9423337350926946,0.6957371639733874,0.48351064,1.167275328802506,0.7903645
1.4719029016176948,0.21886131,0.45299549815267726,0.6346244386915516,0.4294116,0.9423337350926946,0.6957371639733874,0.48351064,1.167275328802506,0.7903645
1.2492521382044108,1.0270672,1.4108746553241471,1.6813319933751292,1.5842524,0.9423337350926946,0.6957371639733874,0.48351064,1.167275328802506,0.7903645
